day_of_week,weekday_name,hour,total_trips,total_revenue,total_fare_amount,total_trip_distance,total_trip_duration_min,total_passenger_count,credit_card_trip_count,cash_trip_count,active_days,active_pickup_zones,avg_revenue_per_trip,avg_fare_amount,avg_trip_distance,avg_trip_duration_min,avg_passenger_count,credit_card_share,cash_share
5,Thu,23,554527,1.6366336009999994E7,1.1352374249999996E7,2419647.42,8948226.600000003,665683,424086,59759,105,250,29.514047124846932,20.4721758363434,4.363443835917818,16.1366833355274,1.2004519166785386,0.7647706964674398,0.1077657174492856
6,Fri,0,345222,9971700.46,6933196.290000001,1315906.6799999997,5286124.933333334,420940,264696,40716,104,247,28.884892793622658,20.083297964787878,3.8117694700801215,15.312248157224435,1.2193313288260887,0.7667414011853242,0.11794149851399968
6,Fri,1,187408,5106738.380000001,3527006.08,690959.9500000004,2592869.316666668,240885,148062,24479,104,234,27.249308353965684,18.819933407325195,3.6869287863911917,13.835424937391508,1.2853506787330318,0.7900516520105866,0.13061875693673697
6,Fri,2,106661,2731189.560000001,1875964.31,374554.56,1378752.2666666666,138990,82770,15724,104,229,25.606262457693074,17.588099774050498,3.511635555638893,12.926489219739798,1.3031004772128518,0.77600997552995,0.14742033170512184
6,Fri,3,65258,1825785.25,1274911.5600000003,443114.72000000026,862128.8166666664,82922,48105,10694,104,226,27.977952894664256,19.536479205614643,6.79019767691318,13.211082421567722,1.2706794569248214,0.7371510006435993,0.1638726286432315
6,Fri,4,56155,2051470.54,1484614.8799999997,545860.9099999998,883464.4333333333,59520,34560,8877,104,231,36.53228635028047,26.437803935535566,9.72061098744546,15.732604992134865,1.0599234262309678,0.6154394087792716,0.15808031341821743
6,Fri,5,77963,3041432.660000001,2205455.4200000004,1631394.8500000008,1321311.2333333336,79382,50615,12140,104,240,39.0112317381322,28.28848838551621,20.92524466734221,16.94792700811069,1.0182009414722368,0.6492182188987083,0.15571489039672665
6,Fri,6,173295,5545307.330000002,4050712.7100000004,1977146.7700000005,2975191.3333333335,179431,121785,24940,104,240,31.99923442684441,23.37466580109063,11.409139155774838,17.168362233955587,1.0354078305779162,0.702761187570328,0.14391644305952278
6,Fri,7,331960,9217289.67999999,6581658.299999999,3757067.1999999974,5530910.833333332,365304,249285,42141,104,246,27.766266056151313,19.8266607422581,11.317831063983604,16.661377374784106,1.100445836847813,0.7509489095071695,0.12694601759248103
6,Fri,8,436917,1.1627897049999975E7,8190893.099999999,2308541.05,7256282.533333333,501780,338515,56821,104,251,26.613514809448876,18.74702311880746,5.2837061730259975,16.607919887148665,1.1484561140903191,0.774781022482531,0.1300498721725179
6,Fri,9,473995,1.2913657639999976E7,9062308.379999993,2187922.98,8147569.233333332,574398,369684,75530,104,249,27.244290846949813,19.11899572780302,4.615919956961571,17.189145947390443,1.211822909524362,0.7799322777666431,0.15934767244380216
6,Fri,10,509548,1.4149304219999975E7,9936239.419999998,2052290.4,9106844.499999994,641951,392012,93291,104,250,27.76834414029684,19.500104838013293,4.0276684434047425,17.8723976936422,1.2598440186204243,0.7693328204604866,0.1830857936838139
6,Fri,11,547784,1.5365804029999971E7,1.0829565929999996E7,2170833.2399999998,1.0190221083333332E7,695465,418000,102056,104,247,28.05084491332345,19.76977408978721,3.9629365589356382,18.602626369761314,1.2695971404787287,0.7630744965168753,0.18630701152279
6,Fri,12,590329,1.6672487229999969E7,1.1771926419999987E7,2248296.2499999995,1.1019946399999999E7,748300,445933,109646,104,244,28.242704034529844,19.941297852553383,3.8085478605997665,18.667465769088082,1.2675982375929356,0.7553974139844053,0.18573710591890286
6,Fri,13,617766,1.790674631999997E7,1.2691059549999997E7,2463574.8600000003,1.1955682549999999E7,786712,463427,114569,104,245,28.986293062421645,20.54347366154822,3.987877060246113,19.35309251399397,1.2734789548146062,0.7501659204294182,0.18545695295629736
6,Fri,14,691549,2.0700793279999968E7,1.4738728359999996E7,3347359.3500000015,1.4328043716666663E7,884769,520619,123729,104,244,29.933950132239318,21.312630572815515,4.840379134378043,20.718768614612504,1.279401748827632,0.7528302405180255,0.17891573843646655
6,Fri,15,718210,2.140419510999997E7,1.528189033999999E7,3611270.4100000006,1.5314867649999995E7,924301,541219,124486,104,247,29.802140195764427,21.2777465365283,5.02815389649267,21.323662508180053,1.2869508918004484,0.753566505618134,0.17332813522507345
6,Fri,16,711690,2.333135275999998E7,1.5443874449999994E7,2691713.95,1.4816656766666668E7,920801,544193,116033,104,248,32.78302738551895,21.700283058635073,3.7821438407171666,20.818975630775572,1.2938231533392348,0.7646489342269809,0.16303868257246834
6,Fri,17,788165,2.3751873159999974E7,1.5354843239999993E7,3164544.3600000003,1.469224025E7,1006649,606975,115619,104,250,30.13566088319067,19.481762372092128,4.015078517823045,18.641071666465777,1.2772059150051067,0.7701115883095545,0.14669390292641768
6,Fri,18,847388,2.408190452999997E7,1.5389116509999989E7,3078139.5000000014,1.4243466599999998E7,1073399,649764,116642,104,245,28.418982248981543,18.1606495607679,3.6325030564511196,16.808671588457706,1.2667148932956331,0.7667845190160824,0.13764886923109604
6,Fri,19,778659,2.204578573999999E7,1.412884116999999E7,3218917.3199999994,1.2590779783333328E7,999758,594619,103985,104,246,28.312503599136452,18.14509454074247,4.133924246685647,16.16982502396213,1.283948429286761,0.7636449331478863,0.13354369499357227
6,Fri,20,629082,1.745615538999999E7,1.1829559749999994E7,2343964.0200000005,1.0175668766666668E7,840542,489398,86630,104,249,27.74861685757976,18.804479781650077,3.7260071342050805,16.17542509031679,1.336140598522927,0.7779558149811948,0.13770859760730716
6,Fri,21,628354,1.7574308279999986E7,1.1919818519999996E7,2656538.2700000005,1.0217016666666668E7,875803,503579,85525,104,243,27.96880147178181,18.969909509607636,4.227773309312904,16.259969168122854,1.3938050843951022,0.8014256295018413,0.13610958154161507
6,Fri,22,672507,1.88477293E7,1.2875343049999997E7,2504093.0600000005,1.1162877116666663E7,929165,540604,82747,104,246,28.026071550184607,19.14529224231123,3.7235196957057703,16.59890100276527,1.381643611144568,0.8038637516040725,0.12304258543033753
6,Fri,23,646655,1.815898373999998E7,1.25429433E7,2454623.7299999995,1.064778561666667E7,843647,500586,70477,105,251,28.081409314085533,19.396654011799182,3.7958783740943773,16.46594492684147,1.3046323000672693,0.7741160278664821,0.10898701780702229
7,Sat,0,563198,1.4940646069999985E7,1.0306379989999993E7,2057665.4400000004,8794479.683333328,710955,432498,53423,104,250,26.528229983060992,18.299745364862787,3.653538258303475,15.615253753268528,1.2623535594941744,0.7679324145327221,0.0948565158256954
7,Sat,1,450594,1.0997933669999998E7,7478106.880000002,1472318.8600000003,6367073.016666666,574709,353402,38385,104,248,24.40763452243039,16.59610842576688,3.2675065802030216,14.130399021439846,1.275447520384204,0.7843024984797845,0.08518755243079136
7,Sat,2,328743,7766009.790000003,5259188.480000001,929485.02,4375647.350000001,421694,257930,28673,104,236,23.62334647429756,15.997872137201405,2.827391062319198,13.310237328247295,1.2827467048728034,0.7845946529659947,0.08722010810876582
7,Sat,3,208621,5077353.8900000015,3474369.0300000026,1061262.6600000004,2781523.716666667,264483,159061,21526,104,229,24.337693185249815,16.65397553458186,5.0870365878794574,13.332903766479246,1.267767866130447,0.762440022816495,0.10318232584447395
7,Sat,4,111782,3181819.71,2269936.34,486683.8900000001,1576277.0166666666,130499,73587,15994,104,241,28.46450868655061,20.30681451396468,4.353866364888802,14.10134920350921,1.167441985292802,0.658308135477984,0.14308207045857116
7,Sat,5,52973,2084571.060000001,1528462.4800000002,415675.81999999983,851700.05,59324,32121,11481,104,240,39.351576463481415,28.8536137277481,7.846937496460458,16.078002944896458,1.1198912653615993,0.606365506956374,0.21673305268721801
7,Sat,6,91336,3298229.8200000008,2446851.75,822759.5499999998,1380672.183333333,102040,58243,19816,104,247,36.110950994131564,26.789565450643778,9.008053232022421,15.116407367668096,1.1171936585793116,0.637678461942717,0.2169571691337479
7,Sat,7,140667,4514251.83,3281101.1700000004,1353200.84,2012399.3833333321,165909,98220,28624,104,245,32.091761607199984,23.325308494529637,9.619888388890073,14.30612285278944,1.1794450724050416,0.6982447908891212,0.2034876694604989
7,Sat,8,228135,6302907.229999999,4468548.91,1238209.5299999996,3068615.1999999993,280972,167030,42636,104,241,27.627971288929793,19.587300984066452,5.4275298836215375,13.450874263046,1.2316040940671094,0.7321542069388739,0.18688934183707015
7,Sat,9,350712,8921093.559999997,6216954.440000002,1341639.01,4755479.616666666,450405,261455,63824,104,243,25.43709242911562,17.726665868290798,3.8254722108168524,13.559500720439182,1.284258879080271,0.7454977303314401,0.18198407810397135
7,Sat,10,460009,1.1475439949999988E7,7965031.3699999945,1891827.1599999997,6498026.8,606620,346931,82518,104,248,24.946120510685635,17.31494681625793,4.112587275466349,14.125868841696574,1.3187133295218136,0.7541830703312327,0.1793834468456052
7,Sat,11,542907,1.3631494729999984E7,9513724.069999995,2311362.5200000005,8223804.683333337,724341,409504,96520,104,247,25.108342183836243,17.52367177067158,4.257382056226942,15.147722691608944,1.3341898336179125,0.7542801990027758,0.17778367197328457
7,Sat,12,612920,1.5788138139999986E7,1.110600643E7,2637733.779999999,9943199.333333341,820242,459828,107354,104,248,25.758888827253127,18.119830369379365,4.303553122756639,16.222670712871732,1.3382529530770737,0.7502251517326894,0.17515173268942114
7,Sat,13,643353,1.727480995999998E7,1.2254662379999999E7,2303117.490000001,1.1088090650000004E7,866437,479490,112625,104,247,26.851215366991337,19.048115700089994,3.579865936740796,17.234847198971643,1.3467520941069677,0.7452984597880169,0.1750594152821235
7,Sat,14,643393,1.8117238819999985E7,1.2911479999999993E7,2991720.3000000007,1.1625217483333334E7,881403,485777,112486,105,254,28.15889949066898,20.067796820916598,4.649911174041373,18.068610450118875,1.369929421053695,0.7550237568640007,0.1748324896292002
7,Sat,15,677229,1.9342306229999974E7,1.3877550849999996E7,3197491.6099999994,1.2642452849999998E7,935837,513696,117295,105,251,28.5609538723238,20.491666555921256,4.721433385162182,18.667914176740805,1.381861969880203,0.75852628874428,0.17319843066377844
7,Sat,16,708303,1.9995224149999976E7,1.432458997999999E7,3055006.9999999986,1.3531637433333334E7,980188,534070,120706,104,250,28.229760639161455,20.223816615205624,4.31313576251971,19.104306254997272,1.3838540850455243,0.7540134659884259,0.1704157683929053
7,Sat,17,735736,2.0147308809999984E7,1.4453987839999994E7,3381501.0999999996,1.3672721316666659E7,1001316,549398,118867,104,252,27.383883363054117,19.645617232268087,4.596079436102079,18.58373291053674,1.3609718703447975,0.7467325236226038,0.16156202768384312
7,Sat,18,756834,2.011202652999999E7,1.4391211440000001E7,2947441.3000000007,1.3558634966666667E7,1019819,565511,116665,104,247,26.57389405074295,19.01501708432761,3.894435635819745,17.914939031104137,1.347480425033759,0.7472061244605819,0.15414873010462005
7,Sat,19,738348,1.9455608619999986E7,1.394885523E7,3087446.6800000006,1.3009291100000005E7,991774,547617,107540,104,247,26.35018801432385,18.89197943246274,4.18156029406188,17.619457356151848,1.3432338138655484,0.7416787206032928,0.14564947694041291
7,Sat,20,615318,1.6969425469999995E7,1.1773805369999997E7,2595801.169999999,1.052181681666667E7,835629,461761,88333,104,246,27.57830173991334,19.134505036420187,4.218633568333771,17.09980338079931,1.3580441332774273,0.7504428604396426,0.14355666500898723
7,Sat,21,612522,1.6905288649999995E7,1.1647594969999997E7,2707813.9100000006,1.0235021600000003E7,853470,475009,84872,104,250,27.59947993704715,19.01579856723513,4.420761882838495,16.709639163981056,1.3933703605748038,0.7754970433715034,0.13856155370745868
7,Sat,22,677039,1.880581564999999E7,1.3030407219999999E7,3150529.5300000003,1.1531336349999998E7,928104,524572,84196,105,252,27.776561837648927,19.246169304870175,4.653394457335545,17.032011966814316,1.370827972982354,0.7748032240387924,0.12435915803964026
7,Sat,23,680002,1.8949316560000006E7,1.3267678459999997E7,2559834.4499999983,1.1404316700000001E7,875487,507557,74687,105,253,27.866560039529304,19.511234466957447,3.7644513545548373,16.77100464410399,1.287477095655601,0.7464051576318893,0.10983350048970444
