day_of_week,weekday_name,hour,total_trips,total_revenue,total_fare_amount,total_trip_distance,total_trip_duration_min,total_passenger_count,credit_card_trip_count,cash_trip_count,active_days,active_pickup_zones,avg_revenue_per_trip,avg_fare_amount,avg_trip_distance,avg_trip_duration_min,avg_passenger_count,credit_card_share,cash_share
4,Wed,14,695253,2.0964687089999966E7,1.4909901329999998E7,3110201.07,1.4623138216666672E7,876794,538357,124284,105,247,30.15404045721481,21.445288736618178,4.47348097742836,21.032830087272796,1.2611150185615885,0.7743325091729197,0.17876082519600778
4,Wed,15,717111,2.1458418549999975E7,1.525444339E7,3097835.470000001,1.5345216766666675E7,912327,557702,122826,105,247,29.92342684744757,21.272081156194787,4.319882793598203,21.398663200908473,1.272225638708652,0.7777066590806723,0.1712789233465949
4,Wed,16,726862,2.3713078899999965E7,1.553829213E7,2856774.349999999,1.547736411666666E7,917932,570893,115265,104,245,32.62390783945228,21.377224466267325,3.9302843593419374,21.29340110869279,1.262869705666275,0.7854214417592336,0.15857893245210233
4,Wed,17,827955,2.5395505569999978E7,1.6431815010000002E7,3210808.3599999985,1.629852955E7,1018953,659965,109331,105,251,30.672567434220433,19.84626581154773,3.877998635191524,19.68528428477393,1.2306864503505626,0.7971024995319794,0.13204944713178857
4,Wed,18,890977,2.5638454969999988E7,1.6277386649999995E7,2727773.4300000016,1.5318770683333332E7,1085655,717822,107072,104,243,28.775664209064868,18.26914347957354,3.061553137735319,17.193227977078344,1.2184994674385534,0.8056571606225525,0.12017369696411917
4,Wed,19,779827,2.243408786999999E7,1.4185303779999997E7,2875783.04,1.2278354199999997E7,963276,636407,92963,104,246,28.76803171729113,18.190321417442583,3.687719250551725,15.744971897613185,1.2352432013767156,0.8160874142598294,0.11920977344975232
4,Wed,20,727989,1.9996229629999988E7,1.338175706E7,2524657.359999999,1.110205008333333E7,898687,593144,83006,105,246,27.467763427744085,18.381812170238838,3.4679883349885765,15.250299226132991,1.2344788176744428,0.8147705528517601,0.11402095361331009
4,Wed,21,763945,2.0916887299999982E7,1.4129225420000002E7,3128165.489999999,1.1504217850000005E7,934871,609662,81086,104,247,27.380095818416223,18.495082001976584,4.09475222692733,15.058960854511785,1.2237412379163422,0.7980443618323309,0.10614114890469864
4,Wed,22,676276,1.9052921729999993E7,1.3067053069999997E7,2697558.439999999,1.036867245E7,815130,526415,70914,105,244,28.17329275325458,19.322071269718275,3.9888424844294326,15.33201303905506,1.2053214959572718,0.7784026048536397,0.10485955438312168
4,Wed,23,439506,1.322027759E7,9157393.1,1996739.3800000001,6885887.550000001,530855,338830,52282,105,249,30.079856907527997,20.83564979772745,4.5431447579782755,15.667334575637195,1.207844716568147,0.7709337301424781,0.1189562827356168
5,Thu,0,232286,7135830.869999996,4989483.380000001,1109540.1500000004,3507859.883333332,288339,179414,32771,105,240,30.72002130993687,21.479914329748674,4.776612236639317,15.101469237635207,1.241310281291167,0.7723840438080642,0.14108039227504024
5,Thu,1,111121,3294535.1900000004,2314129.6999999997,458335.61999999994,1572710.9,141999,84753,18246,104,229,29.64817802215603,20.82531384706761,4.12465348583976,14.15313847067611,1.2778772689230657,0.762709118888419,0.16419938625462333
5,Thu,2,59485,1644765.6899999995,1150715.79,469040.30999999994,795483.6666666663,75983,43839,10820,105,227,27.65009145162645,19.344637975960328,7.885018239892409,13.372844694740964,1.277347230394217,0.7369757081617214,0.18189459527612004
5,Thu,3,38695,1159359.9999999998,820466.52,215579.15,522848.3666666667,48273,27038,7443,104,221,29.961493733040438,21.203424731877504,5.571240470345006,13.512039453848473,1.2475255200930353,0.6987466080889003,0.19235043287246414
5,Thu,4,39876,1556738.8100000005,1136965.7600000002,742944.1200000001,673626.6833333335,42951,24647,7247,105,236,39.03949267729964,28.512532851840714,18.631360216671684,16.89303549336276,1.0771140535660548,0.6180910823553014,0.18173838900591835
5,Thu,5,75172,2791938.790000001,2022008.74,1432955.9900000005,1268145.1833333329,78066,50088,12276,105,241,37.14067458628214,26.898429468419092,19.06236351301017,16.869914108089887,1.0384983770552865,0.6663119246527962,0.1633054860852445
5,Thu,6,194952,5808583.9799999995,4220864.760000001,1594420.4199999992,3304293.1666666656,203025,140125,27290,104,241,29.794944293980056,21.650789732857323,8.178528150519098,16.949265289233583,1.0414101932783455,0.7187666707702409,0.13998317534572613
5,Thu,7,406846,1.0728332039999992E7,7615036.119999995,3228309.16,6637623.833333337,439719,309363,46767,105,246,26.369515836458984,18.717244657683732,7.934965957635076,16.31483124654866,1.0807996145961862,0.7603933675149811,0.114950128549869
5,Thu,8,554724,1.4460598669999983E7,1.0232166189999994E7,3271492.0699999984,9601598.333333332,605018,427390,61767,104,245,26.068096332590592,18.44550837894159,5.897513123643467,17.30878478907228,1.0906649072331465,0.7704552173693584,0.11134726458563178
5,Thu,9,566443,1.516495102999996E7,1.0661008619999995E7,2122706.95,1.0140869350000003E7,654151,443047,80475,104,243,26.77224545099853,18.820973372431112,3.747432574857488,17.90271810226272,1.15483993976446,0.7821563687785003,0.14207078205574084
5,Thu,10,564347,1.5615976049999977E7,1.0983605429999998E7,1937836.4099999995,1.0582455816666666E7,691383,440934,96882,105,250,27.67087634026579,19.462503442031228,3.4337675401836094,18.75168259362886,1.2251026407511691,0.7813171683379198,0.1716709754813971
5,Thu,11,593006,1.679694110999997E7,1.1869088639999995E7,2137869.0300000017,1.1563061549999995E7,739981,461666,106165,104,247,28.325077840696334,20.01512402909919,3.6051389530628724,19.499063331568305,1.2478474079520274,0.7785182611980317,0.17902854271288993
5,Thu,12,633866,1.8301502399999958E7,1.2966368459999999E7,2229322.2499999995,1.2654591649999997E7,795725,491434,114200,104,251,28.87282548677474,20.4560087778805,3.517024497291225,19.964143288960123,1.255352077568445,0.775296356012154,0.18016426184714118
5,Thu,13,646799,1.9256692009999964E7,1.3673581299999993E7,2757207.020000001,1.3176471416666664E7,817220,497836,118458,104,250,29.77229712785574,21.140387199114397,4.26284984979878,20.37181785479981,1.2634837097769167,0.7696919754050331,0.18314499558595485
5,Thu,14,706712,2.172843065999995E7,1.5470431109999992E7,2867721.649999999,1.5332262949999997E7,896117,545229,125930,105,250,30.74580686333323,21.890715185252255,4.057836360497627,21.695206746170996,1.268008750382051,0.7715009791824675,0.1781913990423256
5,Thu,15,738308,2.2611507639999975E7,1.6135446679999996E7,3146430.9499999993,1.6382217033333339E7,941248,569486,126720,105,248,30.62611760945293,21.854627987235673,4.261677985339451,22.188865667625624,1.2748717337479751,0.771339332636244,0.17163568591969747
5,Thu,16,747152,2.4891287059999976E7,1.6413176029999994E7,2769105.26,1.6668052933333334E7,943633,581507,117636,104,248,33.31489049082379,21.967653208450212,3.7062140769214293,22.308784468666797,1.2629732638070967,0.7782981240764931,0.15744587446731054
5,Thu,17,848001,2.6439493189999983E7,1.7222398269999992E7,3090047.139999999,1.7296458583333332E7,1038792,668031,112127,104,247,31.17861086248717,20.30940797239625,3.643919217076394,20.3967431445639,1.2249891214750925,0.7877714766845794,0.1322250799232548
5,Thu,18,915482,2.6774088569999978E7,1.7151884009999998E7,3173119.9399999995,1.6406282916666666E7,1113017,725963,111958,104,245,29.245892950380213,18.735359089528792,3.4660648052064373,17.92092353172063,1.2157715826198658,0.7929844606447751,0.12229404838107139
5,Thu,19,795607,2.313357388999998E7,1.4742563039999995E7,3193372.590000001,1.3131871449999994E7,982355,641572,94725,104,243,29.076634431320965,18.52995642320894,4.013756276654179,16.505475002105303,1.234723927768358,0.8063931061441139,0.11906003843606203
5,Thu,20,741677,2.0867012019999992E7,1.4076237939999998E7,3026688.1799999997,1.1982699283333337E7,923282,597091,86722,105,249,28.13490511368155,18.978932796891367,4.080871026066602,16.15622337396648,1.2448572626628573,0.8050553003531187,0.1169269102318125
5,Thu,21,772096,2.1564306989999987E7,1.4624666250000006E7,2833614.4800000004,1.2293736666666666E7,969041,617827,85687,104,252,27.92956703570539,18.941512778203755,3.6700287010941652,15.922549354829796,1.2550783840351458,0.8001945353945623,0.11097972272877984
5,Thu,22,726456,2.066562658999999E7,1.4195309899999997E7,2828295.34,1.1734386233333338E7,891303,569247,75166,105,244,28.4471827474754,19.540495088484363,3.8932782439679756,16.152920800892744,1.226919455548581,0.7835946017377515,0.1034694461880692
