total_trips,total_revenue,start_date,end_date,active_days,active_pickup_zones,active_boroughs,avg_trips_per_day,avg_revenue_per_day
78333635,2.2617134192198925E9,2001-01-01,2026-06-26,746,263,8,105004.8726541555,3031787.425227738
