hour,PULocationID,pickup_zone,pickup_borough,total_trips,total_revenue,total_fare_amount,total_trip_distance,total_trip_duration_min,total_passenger_count,credit_card_trip_count,cash_trip_count,active_days,active_pickup_zones,avg_revenue_per_trip,avg_fare_amount,avg_trip_distance,avg_trip_duration_min,avg_passenger_count,credit_card_share,cash_share,zone_rank_in_hour
1,79,East Village,Manhattan,142821,3242282.7799999993,2155379.7100000004,414445.49,2018278.5999999999,183047,114950,9739,731,1,22.70172299591796,15.091476113456707,2.901852598707473,14.131525475945413,1.2816532582743434,0.8048536279678759,0.06819025213378985,1
1,249,West Village,Manhattan,118195,2734435.4699999997,1818987.68,303663.43,1682192.933333333,150555,95250,8104,731,1,23.13495046321756,15.389717669952198,2.5691732306781168,14.232352750398352,1.2737848470747493,0.8058716527771902,0.06856466009560472,2
1,148,Lower East Side,Manhattan,96034,2325122.42,1586891.3699999999,269133.02,1513953.9166666663,126484,77525,5895,731,1,24.211450319678445,16.524266093258635,2.8024764146031615,15.764769942589773,1.3170752025324364,0.8072661765624675,0.061384509652831286,3
1,114,Greenwich Village South,Manhattan,91383,2068057.6000000003,1370946.8800000001,309700.0400000001,1293659.7000000004,119996,74034,6499,731,1,22.63065996957859,15.002209163629999,3.3890334088397194,14.156459078822104,1.313110753641268,0.8101506844817964,0.07111826050797194,4
1,132,JFK Airport,Queens,76528,5636505.9399999995,4506406.000000001,1140243.88,2225865.05,109018,53279,19871,728,1,73.65285830022998,58.88571503240645,14.89969527493205,29.085629442818313,1.4245504913234373,0.6962026970520594,0.2596565962784863,5
1,48,Clinton East,Manhattan,63736,1543407.11,1028504.55,189602.71000000002,834842.7333333332,85350,51010,8378,731,1,24.215625549140206,16.136948506338648,2.974813449228066,13.098448809673233,1.3391176101418352,0.8003326220660223,0.13144847495920672,6
1,158,Meatpacking/West Village West,Manhattan,45228,1049847.28,709889.24,175585.56999999998,670964.85,56013,34868,2489,723,1,23.2123304147873,15.695791102856637,3.882231582205713,14.835165163173254,1.2384584770496152,0.7709383567701424,0.05503228088794552,7
1,144,Little Italy/NoLiTa,Manhattan,42916,962757.42,643907.8900000001,111451.68000000001,611769.3666666667,53918,33791,2868,730,1,22.433531083978004,15.00391206076988,2.5969726908379163,14.255041631714668,1.2563612638642931,0.7873753378693261,0.06682822257433126,8
1,230,Times Sq/Theatre District,Manhattan,41912,1034912.4799999999,704556.2200000002,124058.76,594557.7833333333,55971,30751,7864,731,1,24.69251002099637,16.81036982248521,2.959981866768467,14.185860453648916,1.3354409238404275,0.733703951135713,0.18763122733346058,9
1,107,Gramercy,Manhattan,39578,846343.1,546052.41,92110.03,479723.68333333347,50590,32236,3282,730,1,21.38418060538683,13.796867198948911,2.327303805144272,12.12096829888659,1.278235383293749,0.8144929000960129,0.08292485724392339,10
2,79,East Village,Manhattan,106296,2407201.5099999993,1602988.78,294895.18,1397391.566666667,136814,85117,8156,729,1,22.646209735079395,15.080424286896967,2.774282945736434,13.146229083565391,1.2871039361782193,0.8007544968766463,0.07672913373974562,1
